ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
TER1193,0.634025,SC,13.6630137,Female,10000000000,12,46,11611545600,36359837600,79484139200,12920170200,1.40E+11,1,10322918900,1.93E+11,1.91E+11,16308400,267678300,242707900,183818700,8739855800,27123215200,46490308700,3326779600,79407782700,1,10166706600,1.78E+11,1.76E+11,29519500,-333776900,-112872300,-156212300,357030407,18541518784,4561278352,2943847635,16773727626,1,9657519084,43153846354,42959495152,9279324,-481185552,-509187548,-509187548,1362196080,8588497088,1,1896705090,2232213280,1,9639838451,4719375822,4190638500,1319078,14590295,-14762574,-17680633,TER
ACT2473,0.634025,LLC2,13.70684932,Female,6000000000,4,85,6326512900,26121100,1,1,109521000,245454500,7036673500,4712276000,57296000,256100,11026000,11026000,8820800,6104480800,26121100,1,1,62713000,-593282200,7069695200,4409138700,128492300,242000,41277000,41277000,33021600,6223989630,194068293,1,1,71157045,1,6556424878,4214069786,87477300,146441,100014831,100014831,80011865,6102668754,183121163,1,1,21309661,1,6601472961,3831114272,110775220,195018,56310104,56310104,45048083,ACT
ACT2497,0.634025,SC,13.66575342,Male,1900000000,10,68,1741348400,1,1,58952300,586957300,1,1590782900,409711400,1,3800,-214563200,-214757700,-214757700,1914810200,1,1,14235300,578585200,1,1649927500,474468500,1,7000,59144500,59144500,47315600,1781840371,1,1,14235392,580761500,1,1680588421,514716331,1,1,30660896,30660896,30660896,1918533756,1,1,14235392,584803494,1,1634125320,201302183,1,1,-43383101,-46463101,-46463101,ACT
ACT1200,0.634025,LLC2,13.62739726,Male,9000000000,5,46,1,1,1,1,1,1,1,10450233000,8121958300,1689000,-2671776900,-2671776900,-2671776900,782771000,7515522600,14073022300,1918415000,19451805900,324028900,5823163300,13187633600,6543879300,2168900,1606137500,1643239000,1643239000,492190678,309575000,17635466203,4127390416,15715605281,324028970,7670574338,21140099867,12361800710,868033,1847410974,1847410974,1847410974,1229487416,7739403167,21357763018,3354743602,26758310583,324028970,7606975434,18972750202,14082543634,2091872,-109053449,-63598904,-63598904,ACT
ACT0687,0.634025,LLC2,13.6,Female,3000000000,5,37,14121294900,1,2771934400,1,2114079300,1,14940373400,2806137100,2190997500,176700,67808700,67808700,54246900,15398196600,1,3258395600,1,3943236100,1,15000234300,4412087900,3614663200,100000,83209600,76502700,59860800,3746010190,1,1774962088,1,2823184307,1,2745609529,2955413379,2635030134,74538,-254624786,-254624786,-254624786,3763274323,1,938264974,1,2053970342,1,2712182606,2392849943,2076027184,150051,-27672813,-33426923,-33426923,ACT
TER2239,0.634025,LLC2,13.14794521,Male,1000000000,0,68,4667600,225000000,1,1,1,1,989667600,1,1,2000,-1332300,-1332300,-1332300,3719000,985000000,1,1,1,1,988719000,1,1,62300,-948600,-948600,-948600,1710735,985000000,1,1,1,1,986710735,1,1,2732,-2008268,-2008268,-2008268,710735,985000000,1,1,1,1,985710735,1,1,1,-2000000,-2000000,-2000000,TER
ACT0135,0.634025,LLC2,13.57808219,Male,1000000000,8,41,680107200,1,1,1,64791000,1,859339200,1,1,1,-1000000,-1000000,-1000000,679107200,1,1,1,64791000,1,858339200,1,1,1,-1000000,-1000000,-1000000,677607200,1,1,1,64791000,1,856839294,1,1,1,-1500000,-1500000,-1500000,675607200,1,1,1,64791000,1,854839294,1,1,1,-2000000,-2000000,-2000000,ACT
TER0328,0.634025,SC,13.36438356,Female,120000000,0,33,2602568200,490983900,1,1,242376900,1,2851175200,718720000,70876000,13696900,188746700,188746700,150997300,2729303200,421258400,1,1,160440100,1,2990121400,660454000,1,5836000,178388000,178388000,142710400,2891685072,484883547,1,1,276356207,1,3100212412,814063636,150308000,6606570,137613650,137613650,110090920,3105207210,43325270,1,1,62871930,1,3085660550,21000000,1,1747138,-14551862,-14551862,-14551862,TER
TER1528,0.634025,LLC1,13.10136986,Female,20000000000,5,46,989680600,800857300,13228589800,33333200,14831626100,1,300069800,32800310800,28964757700,11291200,16037300,15869700,12341500,1048267400,952879800,7539325300,3900042300,13604502300,1,-100061800,21715023500,17817345300,13851400,86298700,-356630000,-400131700,725187803,6191372700,14698607439,3513311209,6932568348,1,18195910803,26081319560,22367086211,29614007,57150023,56271240,-4027373,13020598034,1405078970,2303450866,1,274734231,1,16454393639,32292128028,28389122714,7943588,291787099,-1679161724,-1741517164,TER
ACT1999,0.634025,LLC2,13.6109589,Female,390000000,2,21,329300300,1,1,1,2023000,1,327277300,1,1,800,-999200,-999200,-999200,283231500,1,77874500,1,32030800,1,331080600,41100000,35354500,41800,4754200,4754200,3803300,292164437,1,79336883,1,33090298,1,339121884,90124000,76556711,17200,10051489,10051489,8041191,364355737,1,7827179,1,33954436,1,338228480,81600000,71509704,16300,-893404,-893404,-893404,ACT
ACT2287,0.634025,LLC2,13.57534247,Male,510000000,5,43,288891200,147214100,62032500,1,95283300,1,421830700,45050000,34000000,470400,-11280600,-11280600,-11280600,199062100,487616400,1,1,272594300,1,426912700,413100000,349696100,186300,5081900,5081900,5081900,292576056,539814730,1,1,409873809,1,431532057,1783168000,1178801662,414429,10540055,4619273,4619273,439879665,410708692,1,1,589724742,1,441356390,1186357000,943507030,234134,10106244,9824333,7859466,ACT
TER2351,0.634025,SC,11.27671233,Female,6000000000,3,68,1,1,1,1,1,1,1,3713646500,1,23368200,2586827600,2586827600,2067531900,1771146500,7811090700,1,1,365941400,1,9257459700,4579206600,1,9938000,3536388000,3536388000,2826822400,2319916581,6310122250,1,1,179472421,1,8475108309,3469633063,1,34339650,2775473723,2775473723,2217951604,272872045,50000000,1,1,53049909,1,6309647789,2513229543,1,1034901,1640119876,1645119876,1314465087,TER
ACT2131,0.634025,SC,13.46575342,Male,2000000000,0,46,1218067900,1,320055000,1,1,1,1546649600,187835000,102977000,1,82358000,-36088000,-36088000,1158294500,1,311755000,1,1,1,1472756600,88742000,52135000,1,34107000,-73893000,-73893000,1132232580,1,309775000,1,1,1,1443391614,20465000,10830000,1,6635000,-29365000,-29365000,1124150580,1,303835000,1,1,1,1428681614,7530000,7240000,1,-2710000,-14710000,-14710000,ACT
TER0078,0.634025,LLC2,13.18630137,Female,500000000,4,46,3955783200,9842299000,10568003700,803928000,4957921500,14356317500,7174717600,22520211600,15463904400,24876500,1113382800,1089301600,776293600,7558000000,5869452100,10113447200,847058900,3861325000,13896120200,7812422300,22858664200,16710132100,34301200,851845800,851845800,637704700,4753724268,193786663,1929220565,128292154,124090659,873074993,6424432867,10513319645,9552816093,21795586,-1308643249,-1381909483,-1381909483,328884415,193786663,1929220565,68184358,124090659,873074993,2052543818,1,1,8941793,-101889049,-101889049,-101889049,TER
ACT2347,0.634025,LLC2,13.44109589,Male,40000000000,69,74,655391800,5488783300,7480440700,11245630300,10973732700,323006200,15327836700,24821369400,21908719600,1328700,56067100,56067100,43732300,293212400,3594492600,14801197100,11445699700,16594747900,238743700,15345088900,31332448300,28934640000,1853100,-11195300,78804600,63043700,756325974,32167267038,17060859678,12539236061,24152309439,1,40423282324,38609289499,35249229889,6159002,103691117,103691117,82952894,398324360,35128628327,21630947202,12510304713,31085484131,1,40421100238,68070009842,63121126308,15023258,175577994,175845104,140676084,ACT
TER2492,0.634025,LLC2,12.90136986,Male,79500000,0,74,59130800,622993700,1,1,1470037700,1,-774932100,523545000,1,14300,-284000000,-299124800,-299124800,22950300,654605400,1,1,2005261300,1,-1327705500,82431200,1,1,-552773400,-552773400,-552773400,17996789,629762097,1,1,2258661111,1,-1610902225,180838412,1,2462,-283196636,-283196636,-283196636,2820147,1,1,1,1891200000,1,-1888379853,234114539,1,11426069,-277477628,-277477628,-277477628,TER
TER2563,0.634025,LLC2,13.07945205,Male,1000000000,10,26,582301900,1980000,85434300,1,1,1,673722100,15750000,5218100,10300,5178700,5178700,5178700,591207600,1,86984300,1,1,1,681021000,17980000,2922700,25600,7298900,7298900,7298900,612954532,7062000,85434384,1,1,1,705010769,35030000,3868182,12879,23989697,23989697,23989697,632814821,1,1,1,1,1,633374821,16460000,87384384,5436,-73265948,-71635948,-71635948,TER
ACT0333,0.634025,LLC2,13.39726027,Male,500000000,7,68,286373400,50102900,1,1,24169400,1,317284700,412944000,81653800,1,1510700,1510700,1208600,307840900,30102900,1,1,24419800,1,318258300,409727200,1,1,1216900,1216900,973500,335681223,10102999,1,1,30565984,1,319613691,417363638,1,1,1694210,1694210,1355368,367772580,1,1,1,26935669,1,340836911,423272736,1,1,25618673,25618673,20494938,ACT
TER0720,0.634025,SC,12.80821918,Male,2500000000,6,46,2818475700,1254540100,1986171200,99303000,4677367000,1,1843066300,4953065300,3505344400,36833800,-818524300,-818524300,-818524300,2905612200,413798200,1935094500,21829900,3732468200,1,1854413300,4032002300,2061722200,17090500,31650500,33420800,33420800,3024002175,558999319,2429917184,4024000,5194597978,1,1021893380,3140522576,2238678341,13067339,-801571653,-796375003,-796375003,408904432,153997140,1,1,733096082,1,-143922999,1648756206,3035418980,2022009,-2031961285,-1165584073,-1165584073,TER
TER1307,0.634025,LLC2,12.8630137,Male,1000000000,0,46,195213900,339933700,1,1604943100,427605800,1,1712485000,2147782700,2079328400,539400,-15288800,30165600,24132500,367639900,721724700,1,2088539300,1452790900,1,1740413100,1669336300,1418936400,359600,36315000,34910000,27928000,73071720,451815701,1,1331761363,831517077,1,1755844409,6925989093,6717727534,1233114,19289130,19289130,15431304,424555843,1,1,1,1,1,1049187989,1,1,31134,-24797994,-188589670,-188589670,TER
ACT0232,0.634025,SC,13.35068493,Male,36000000000,5,42,1111590600,643207200,5866983100,1,4739254100,1,2894622700,1169658800,1162526200,73100,-7253300,-7253300,-7253300,1666025100,2026730400,6889128100,1,7886295400,1,2764705400,14956084100,15025123400,271200,-129917200,-129917200,-129917200,186418490,5032359893,6245452382,1147367898,7564106051,2908060000,2698438089,4153390110,4022357540,376750,3562274,3562274,2849819,11677040,8929229965,7613818479,1002437214,12292768889,2776780000,2962012883,7017506196,5856038288,113179,-216672420,-216672420,-216672420,ACT
ACT2362,0.634025,LLC2,13.34520548,Male,1500000000,2,46,2180074900,1,148361300,52759000,33848700,1000000000,1366848700,1,1,26000,-158742300,-158742300,-158742300,2012581300,1,148361300,29759000,33848700,1000000000,1176355100,1,1,33000,-190493600,-190493600,-190493600,2012581384,1,148361364,29759073,1033848743,1,1176355109,1,1,1,-2000000,-2000000,-2000000,2010581384,1,148361364,29759073,1033848743,1,1174355109,1,1,1,-2000000,-2000000,-2000000,ACT
ACT0124,0.634025,LLC2,13.3260274,Male,9000000000,10,13,241333300,1050502200,549844000,1,293966200,1250000000,303469200,96213200,87280600,1,-194155600,-194255600,-194255600,244386300,985265000,549844000,1,293966200,1250000000,240435400,20818200,29852000,1,-63033800,-63033800,-63033800,244386390,985265000,549844043,1,293966248,1250000000,240435400,1,1,1,1,1,1,6622911080,1,618002311,1,252797748,1,7002739048,3578200,1,5254,-237696352,-237696352,-237696352,ACT
TER2436,0.634025,LLC1,12.78356164,Female,900000000,1,18,9490300,1053169500,347084000,110274500,1149083500,1,797720000,6073085200,5216861100,554200,37146000,37146000,29716800,167413300,1502151700,99476800,372828400,1690468800,1,858520500,8090165600,6941701800,596200,60800400,60800400,48640300,91746655,2106821917,221034176,693528338,2588026500,1,892055829,8136667283,7441412228,401251,41919142,41919142,33535314,844769677,527329048,1,1,900000000,1,584329453,3225130251,2934540144,210369,-252379702,-307726376,-307726376,TER
ACT2148,0.634025,LLC2,13.36712329,Male,300000000,5,82,40974400,13728000,1,1,156095000,1,-82462800,113789200,160986000,68200,-520742800,-520742800,-520742800,96586200,60883500,1,1,120840700,300000000,-247145100,117290000,65360000,59600,-164682200,-164682200,-164682200,15153326,18768000,1,1,165446525,300000000,-414880671,1,1,37032,-113173703,-113173703,-113173703,29707230,18768000,1,1,209276525,300000000,-444539155,8571430,1320000,1056600,-29658484,-29658484,-29658484,ACT
TER0928,0.634025,LLC2,12.33150685,Male,300000000,4,17,596994400,1397104100,104993000,931913300,2477364000,1,660412500,11010187100,7685135300,16053300,113075100,112492400,89993900,652145600,1518520400,355300900,798783300,2567947800,1,756802500,11237128800,8652466300,7589800,102967000,121205800,96389900,256260183,203725300,37523001,639027244,519334258,1,619735717,5266106495,4132762310,2419969,-11607404,37073414,29658731,7235622,132777447,1,1,1,1,140013069,1,29728456,37693,-93743105,-179722648,-179722648,TER
ACT0924,0.634025,LLC2,13.25479452,Male,800000000,20,33,382490000,1000934500,460372300,2379000000,2976871400,914276000,488327200,2422955000,1960819500,2396000,-209347900,-209347900,-209347900,156466700,823782400,250085800,2379000000,3246668100,428552000,76209800,1502938400,1186837800,362900,-412117300,-412117300,-412117300,139463870,1043923435,92977569,2379000000,3801480678,1,-48534991,1924110341,1505616705,287928,-124744844,-124744844,-124744844,225337951,793734721,1,2379000000,3945841896,1,-465075949,980989383,746635502,238279,-210752921,-210752921,-210752921,ACT
TER1659,0.634025,LLC2,13.07123288,Female,2000000000,6,41,2432625100,1,452251500,5752303100,7376223000,1,1472899400,14153161200,13046898800,3964700,24620400,24620400,19696300,775904200,2145402100,452251500,1487381300,3535587700,1,1494522100,29144433700,27892712600,3604000,27028300,27028300,21622700,259506819,837384755,452251542,1,1200000000,1,499045201,2707252908,2647112548,710237,-1027809674,-1000536947,-1000536947,2000000,11446000,1,1,1,1,13678850,60000000,1,64199,-185836885,-124526334,-124526334,TER
TER0942,0.634025,LLC2,13.21369863,Female,4000000000,0,47,86177800,1412170000,4131138800,1,2739924000,1,3201605500,323852000,322504600,1590000,-305837100,-305837100,-305837100,80947500,982171400,3862779100,1,2197591400,1,2927013000,597050000,571486000,40200,-244448500,-244448500,-244448500,165974034,1669930181,2913917810,1,2000000000,1,2850603718,1162390000,1131425808,24633,-76409347,-76409347,-76409347,322460659,1209667659,2317312563,1,1000000000,1,2877256454,1303969000,1146230978,922893,26652737,26652737,26652737,TER
ACT0995,0.634025,LLC2,13.23561644,Female,1000000000,2,17,484671400,196246600,3129650700,2061273600,4499152800,1,1881840500,1896067600,1610196100,209500,-19345000,-19345000,-19345000,89592300,149797100,3911793000,1835625700,4480229200,1,1830580000,1846896900,1611163800,140300,-32970300,-32970300,-32970300,89425171,153131248,4722238408,1597141881,5004266100,1,1727889970,1658914300,1419956400,151053,-86899166,-86899166,-86899166,424144234,399864051,5572158143,1358658021,6315984650,1,1534702605,1841294240,1569594830,185221,-171533422,-171533422,-171533422,ACT
TER0764,0.634025,LLC2,12.68493151,Male,9000000000,10,46,8685238000,4396600,1,1,1,1,8689634600,168494500,146560000,6900,-195620400,-194007800,-194007800,8501341000,2153700,1,1,8983200,1,8494511500,122065400,100700000,20300,-195123000,-195123000,-195123000,8249321074,734506,1,1,3936000,1,8246369380,1,1,23112,-248142148,-248142148,-248142148,8184284554,1,1,1,1,1,8184534354,1,1,8974,-61835026,-61835026,-61835026,TER
ACT2956,0.634025,SC,11.80547945,Male,50000000000,1,42,43537575100,64831198000,74956740300,20775254700,1.58E+11,20184871700,50210465900,2.76E+11,2.69E+11,1579531100,534011900,7881430100,6006106000,1.18E+11,55505179500,69215878000,22806294600,2.09E+11,23910211200,53194048200,5.34E+11,5.26E+11,3679665400,887516200,8737532300,6699718200,1.51E+11,62623609369,62004191925,46869198312,2.30E+11,40474713473,57781298646,3.21E+11,3.12E+11,5591942610,-687692052,7183884674,5665720616,1.97E+11,77713479339,68399059276,83577883349,3.51E+11,39851786139,57965232964,3.76E+11,3.77E+11,6350880899,1370313009,6798468626,5213108718,ACT
TER0133,0.634025,SC,12.2109589,Male,39000000000,0,20,170793900,42191471000,1,1,5347468000,1,38134744200,1,1,75000,-122505600,1,1,167611800,42191471000,1,1,48988000,4900000000,38533224200,1,1,25800,-3182000,1,1,185949990,42270000000,1,1,4948988000,1,38533224270,1,1,104743,-3132857,1,1,194452429,42258454841,1,1,4948988000,1,38533224270,1,1,56280,-3042720,1,1,TER
ACT0520,0.634025,LLC2,13.17260274,Male,900000000,0,46,734671300,1,31353600,1,8855200,1,757946700,72875000,44727200,182900,2634700,2634700,2107700,711035300,58850000,31353600,1,42667600,1,758682400,57250000,33818100,183800,919600,919600,735700,728852174,1,34580952,1,5119434,1,758470511,6000000,4340915,299953,-211962,-211962,-211962,727106476,1,34580952,1,5119434,1,756724813,1,1,269302,-1745698,-1745698,-1745698,ACT
ACT2358,0.634025,SC,13.15890411,Female,2000000000,0,77,475332600,4646971300,21636300,640736400,4165915800,1,1666572400,8604862700,8374242700,588700,10514500,10514500,8411600,219807400,2155483300,1,556736400,1284194800,1,1670215200,10787923600,10520514600,996400,25279200,25279200,20223300,247267176,814253368,1,556736445,1,1,1652894393,1,1,45740,-17320879,-17320879,-17320879,577528511,372150000,1,556736445,1,1,1541052360,1,1,3335,-111842033,-111842033,-111842033,ACT
ACT0003,0.634025,LLC1,10.43287671,Male,300000000,0,22,152456500,1,372170500,122484900,165796000,1,481315900,1,1,1,118232200,118328700,93994400,245631400,63382000,223032600,108284900,69404500,1,570926400,2321289000,1,1,148032200,148184900,118710500,72230654,159623200,242262379,94084997,16421583,1,551779647,2203310192,2003252875,1,19723610,19843203,19843203,201484005,85747013,164313188,79885037,18664423,1,515475058,2145204150,2037270138,56737,2054433,994264,795411,ACT
TER1317,0.634025,LLC2,12.15616438,Female,1.00E+11,3,50,9038597000,85086644200,40140056400,2.89E+11,39535039000,60419892300,3.95E+11,6.58E+11,6.09E+11,4916251200,29202085200,11488551000,11488551000,5735340100,68556290000,43564859100,2.31E+11,1.13E+11,65047893200,2.49E+11,5.89E+11,5.97E+11,9770568100,-22344869100,-17964616900,-17964616900,7151369523,53195913342,21402121731,1.36E+11,40085387312,20000000000,2.11E+11,6.02E+11,5.99E+11,9528478124,-10304383072,9949429997,9765961708,1852958614,2.43E+11,1,39730000,20126230392,1,2.25E+11,26548853477,24600401585,53234087756,1399280135,1.28E+11,1.08E+11,TER
